                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.4886,                 1.6506,                 1.8836,                0.79537,                0.77729,                0.84792,                0.45388,                 1.5073,                 1.2547,                 1.8952,              0.0014214,              0.0014214,              0.0014214
                     16,                 1.4684,                 1.6025,                 1.8601,                0.82182,                0.76091,                0.84621,                0.49688,                 1.4399,                 1.1243,                  1.846,              0.0014203,              0.0014203,              0.0014203
                     17,                  1.468,                 1.6354,                 1.8752,                0.83766,                0.75062,                0.83682,                0.48639,                 1.4118,                 1.1989,                  1.842,              0.0014191,              0.0014191,              0.0014191
                     18,                 1.4283,                 1.5508,                 1.8278,                0.75767,                0.74908,                0.81636,                0.49557,                 1.3772,                 1.1111,                  1.804,              0.0014178,              0.0014178,              0.0014178
                     19,                 1.4194,                 1.5431,                 1.8388,                0.83376,                0.73267,                0.81829,                 0.4331,                 1.5041,                 1.2161,                 1.9398,              0.0014165,              0.0014165,              0.0014165
                     20,                  1.442,                 1.4919,                 1.8356,                0.82486,                 0.7877,                0.85148,                0.48523,                 1.4324,                 1.1191,                 1.8253,               0.001415,               0.001415,               0.001415
                     21,                 1.4385,                  1.501,                 1.8433,                0.78528,                0.73145,                0.81777,                0.42598,                 1.5299,                 1.2784,                 1.8905,              0.0014135,              0.0014135,              0.0014135
                     22,                 1.4037,                 1.4229,                 1.8141,                0.71393,                0.77333,                0.80624,                0.44264,                 1.4727,                 1.2126,                 1.9051,               0.001412,               0.001412,               0.001412
                     23,                 1.4019,                 1.4245,                  1.821,                0.74263,                0.66428,                0.79232,                 0.3675,                 1.5999,                 1.5533,                 1.9809,              0.0014103,              0.0014103,              0.0014103
                     24,                 1.3865,                 1.3983,                 1.7931,                0.86321,                0.82543,                0.88694,                0.54736,                 1.3289,                0.97167,                  1.739,              0.0014086,              0.0014086,              0.0014086
                     25,                  1.366,                  1.403,                  1.789,                0.81272,                0.81131,                0.88008,                0.45792,                  1.556,                 1.0866,                 1.8921,              0.0014068,              0.0014068,              0.0014068
                     26,                 1.3865,                 1.4159,                 1.8019,                0.84268,                 0.8077,                0.86754,                0.52672,                 1.3297,                 1.0023,                 1.7501,              0.0014049,              0.0014049,              0.0014049
                     27,                 1.3537,                 1.3969,                 1.7808,                0.77257,                0.74202,                  0.802,                0.47376,                 1.4496,                 1.1987,                 1.8723,              0.0014029,              0.0014029,              0.0014029
                     28,                  1.347,                 1.3785,                 1.7789,                0.83074,                0.80422,                0.87263,                 0.5219,                 1.3761,                 1.1085,                 1.7817,              0.0014009,              0.0014009,              0.0014009
                     29,                 1.3728,                 1.3864,                 1.7739,                0.77774,                0.78571,                0.81924,                0.52925,                 1.2659,                 1.0253,                 1.7085,              0.0013988,              0.0013988,              0.0013988
                     30,                  1.328,                 1.3053,                 1.7449,                0.84593,                0.84092,                0.89181,                0.54273,                 1.2996,                0.92729,                 1.6936,              0.0013966,              0.0013966,              0.0013966
                     31,                 1.3364,                 1.3112,                  1.749,                 0.8571,                0.80901,                0.89843,                0.55401,                 1.3074,                 0.9424,                 1.7008,              0.0013944,              0.0013944,              0.0013944
                     32,                 1.3448,                 1.3713,                 1.7459,                0.85717,                0.85817,                0.91088,                0.56999,                 1.2332,                0.89164,                 1.6654,              0.0013921,              0.0013921,              0.0013921
                     33,                 1.3032,                 1.3074,                 1.7418,                0.80306,                0.80593,                0.87357,                0.50045,                 1.4735,                 1.0754,                  1.842,              0.0013897,              0.0013897,              0.0013897
                     34,                 1.2876,                 1.2943,                 1.7258,                0.85265,                0.81402,                0.90205,                0.52606,                 1.3661,                0.92697,                 1.7308,              0.0013872,              0.0013872,              0.0013872
                     35,                 1.3261,                 1.2628,                  1.732,                0.87476,                0.80189,                0.88715,                0.54742,                 1.3347,                0.98368,                 1.7533,              0.0013846,              0.0013846,              0.0013846
                     36,                 1.2975,                 1.2713,                 1.7282,                0.86131,                0.85049,                0.91028,                0.57114,                 1.2924,                0.90559,                 1.7193,               0.001382,               0.001382,               0.001382
                     37,                 1.3091,                 1.2437,                 1.7235,                0.87894,                0.85618,                0.91432,                0.57104,                 1.3023,                0.87783,                 1.7209,              0.0013793,              0.0013793,              0.0013793
                     38,                 1.2642,                 1.2525,                 1.6962,                0.87254,                 0.7797,                0.88428,                0.52739,                 1.4328,                 1.0443,                 1.7787,              0.0013766,              0.0013766,              0.0013766
                     39,                 1.2962,                 1.2202,                 1.7108,                0.81244,                0.85485,                0.88311,                 0.5781,                 1.2391,                0.87288,                 1.6562,              0.0013737,              0.0013737,              0.0013737
                     40,                 1.2945,                 1.3029,                 1.7334,                0.81924,                 0.8577,                0.87914,                0.56688,                 1.2177,                0.87192,                 1.6654,              0.0013708,              0.0013708,              0.0013708
                     41,                 1.2735,                 1.2406,                 1.7189,                0.76294,                0.85741,                0.86411,                0.53347,                 1.3146,                0.98615,                 1.7052,              0.0013678,              0.0013678,              0.0013678
                     42,                 1.2672,                 1.2006,                 1.6878,                0.89409,                0.83068,                0.90976,                0.59054,                 1.2801,                0.84104,                 1.6977,              0.0013648,              0.0013648,              0.0013648
                     43,                 1.2799,                  1.189,                 1.6937,                0.89773,                0.85662,                0.91758,                0.57672,                 1.2639,                 0.8028,                 1.6782,              0.0013617,              0.0013617,              0.0013617
                     44,                 1.2643,                 1.1931,                 1.6982,                0.88699,                0.81181,                0.89809,                0.57475,                 1.2558,                0.83935,                 1.7033,              0.0013585,              0.0013585,              0.0013585
                     45,                 1.2441,                 1.1434,                 1.6685,                0.89005,                0.85322,                0.92292,                0.60374,                 1.2219,                0.81202,                 1.6377,              0.0013552,              0.0013552,              0.0013552
                     46,                 1.2591,                 1.2109,                 1.6909,                0.80323,                0.80668,                0.87936,                0.52347,                 1.4551,                 1.0115,                 1.8123,              0.0013519,              0.0013519,              0.0013519
                     47,                 1.2378,                 1.1566,                  1.667,                0.78219,                0.80994,                0.84244,                0.54215,                 1.2817,                0.89854,                 1.6596,              0.0013485,              0.0013485,              0.0013485
                     48,                 1.2448,                 1.1425,                 1.6744,                0.90187,                0.85342,                0.92365,                0.56209,                 1.3201,                0.79801,                 1.6781,               0.001345,               0.001345,               0.001345
                     49,                 1.2164,                 1.1406,                 1.6497,                0.87573,                0.83785,                0.91583,                0.55381,                 1.2991,                 0.8423,                 1.6899,              0.0013415,              0.0013415,              0.0013415
                     50,                 1.2322,                 1.1694,                 1.6595,                0.83976,                0.83687,                0.91189,                0.49587,                  1.436,                0.98483,                 1.7809,              0.0013379,              0.0013379,              0.0013379
                     51,                 1.2087,                 1.1368,                 1.6392,                0.87542,                0.86181,                 0.9199,                0.61003,                 1.1982,                0.80918,                 1.6052,              0.0013342,              0.0013342,              0.0013342
                     52,                 1.2073,                 1.0849,                 1.6401,                0.82473,                0.86297,                0.91256,                0.58386,                 1.2366,                0.84599,                 1.6146,              0.0013305,              0.0013305,              0.0013305
                     53,                 1.2029,                 1.1022,                 1.6268,                0.89235,                0.86401,                0.92225,                0.57611,                 1.3111,                0.81478,                 1.6803,              0.0013267,              0.0013267,              0.0013267
                     54,                 1.2018,                 1.0739,                 1.6371,                0.86739,                0.86988,                0.92428,                0.59176,                 1.2504,                0.76038,                 1.6044,              0.0013228,              0.0013228,              0.0013228
                     55,                 1.1753,                  1.077,                 1.6188,                 0.8659,                0.88339,                0.93001,                 0.6032,                  1.202,                0.76457,                 1.6206,              0.0013189,              0.0013189,              0.0013189
                     56,                 1.1744,                 1.0516,                 1.6179,                0.89055,                0.84917,                0.92993,                0.58702,                 1.2462,                0.75165,                 1.6232,              0.0013149,              0.0013149,              0.0013149
                     57,                 1.1775,                  1.034,                 1.6125,                0.90296,                 0.8665,                0.93018,                 0.5963,                  1.213,                0.74281,                 1.6548,              0.0013108,              0.0013108,              0.0013108
                     58,                 1.1997,                 1.0642,                 1.6399,                0.89649,                0.85451,                0.92456,                0.61534,                 1.1602,                0.73566,                  1.571,              0.0013067,              0.0013067,              0.0013067
                     59,                  1.179,                 1.0881,                 1.6216,                0.92298,                0.83954,                0.92484,                0.61675,                 1.1829,                0.74639,                 1.5887,              0.0013025,              0.0013025,              0.0013025
                     60,                  1.188,                 1.0651,                 1.6184,                0.84205,                0.87595,                0.92784,                0.49417,                 1.4699,                0.92228,                 1.8271,              0.0012982,              0.0012982,              0.0012982
                     61,                 1.1678,                 1.0299,                 1.5996,                0.81763,                0.83955,                0.90497,                0.50178,                 1.3917,                0.93441,                  1.749,              0.0012939,              0.0012939,              0.0012939
                     62,                 1.1638,                 1.0334,                 1.5865,                0.86817,                0.86699,                0.91504,                0.58869,                 1.2472,                0.76332,                 1.6409,              0.0012895,              0.0012895,              0.0012895
                     63,                 1.1515,                 1.0114,                 1.5943,                0.89726,                 0.8428,                0.91994,                0.59978,                  1.158,                0.73881,                 1.5861,              0.0012851,              0.0012851,              0.0012851
                     64,                 1.1702,                 1.0276,                 1.6124,                0.89636,                0.84483,                0.93003,                0.62292,                  1.173,                0.76056,                 1.5815,              0.0012806,              0.0012806,              0.0012806
                     65,                 1.1608,                 0.9859,                    1.6,                0.88691,                0.86621,                 0.9253,                0.59436,                 1.2381,                0.74179,                 1.5822,               0.001276,               0.001276,               0.001276
                     66,                 1.1495,                0.99362,                 1.5674,                0.88889,                0.91329,                0.93017,                0.61892,                 1.1262,                 0.6898,                 1.5613,              0.0012714,              0.0012714,              0.0012714
                     67,                 1.1627,                 1.0136,                 1.6035,                0.86925,                0.82109,                0.90111,                0.58951,                 1.2224,                 0.7848,                 1.5914,              0.0012667,              0.0012667,              0.0012667
                     68,                 1.1528,                 0.9931,                 1.6024,                0.89849,                0.88372,                0.93338,                0.63043,                 1.1334,                0.71264,                 1.5628,              0.0012619,              0.0012619,              0.0012619
                     69,                  1.145,                0.98411,                 1.6009,                0.88522,                0.87744,                0.92433,                0.63342,                 1.0929,                0.70395,                 1.5313,              0.0012571,              0.0012571,              0.0012571
                     70,                 1.1161,                0.97527,                 1.5471,                0.91414,                0.88393,                  0.936,                0.63309,                 1.1348,                0.68505,                 1.5375,              0.0012522,              0.0012522,              0.0012522
                     71,                  1.115,                0.95606,                 1.5455,                0.86578,                0.86615,                0.92169,                0.61808,                 1.1578,                0.72543,                 1.5636,              0.0012473,              0.0012473,              0.0012473
                     72,                 1.1228,                0.98183,                 1.5605,                0.91309,                0.85913,                0.93687,                0.63376,                 1.1313,                0.66927,                 1.5599,              0.0012423,              0.0012423,              0.0012423
                     73,                 1.1168,                 0.9534,                 1.5529,                0.88341,                0.87298,                0.93175,                0.64013,                 1.1208,                0.66129,                 1.5319,              0.0012373,              0.0012373,              0.0012373
                     74,                 1.1054,                0.92955,                 1.5552,                0.89454,                0.89913,                0.94333,                0.62924,                 1.1583,                0.66164,                 1.5608,              0.0012322,              0.0012322,              0.0012322
                     75,                 1.1052,                0.92111,                 1.5593,                0.89673,                 0.9006,                0.94226,                0.63251,                 1.1523,                0.65676,                 1.5569,               0.001227,               0.001227,               0.001227
                     76,                 1.0906,                0.94002,                 1.5536,                0.87191,                0.89058,                0.93377,                0.62173,                  1.189,                0.71731,                 1.5747,              0.0012218,              0.0012218,              0.0012218
                     77,                 1.0758,                0.91614,                 1.5141,                0.88414,                0.88153,                0.93905,                0.64088,                 1.1209,                0.69588,                 1.5512,              0.0012166,              0.0012166,              0.0012166
                     78,                 1.0725,                  0.889,                 1.5149,                0.88894,                0.86789,                0.93384,                0.61117,                 1.2058,                0.74145,                 1.5948,              0.0012112,              0.0012112,              0.0012112
                     79,                 1.0866,                 0.9161,                 1.5228,                0.92468,                0.86231,                0.94112,                 0.6525,                 1.1074,                0.65591,                 1.5127,              0.0012059,              0.0012059,              0.0012059
                     80,                 1.0584,                0.89997,                 1.5066,                0.90201,                0.89221,                0.94302,                0.64126,                 1.1224,                0.65486,                 1.5503,              0.0012004,              0.0012004,              0.0012004
                     81,                 1.0476,                 0.8904,                 1.4983,                0.88345,                0.86361,                0.91815,                0.61085,                 1.1579,                0.71032,                 1.5853,               0.001195,               0.001195,               0.001195
                     82,                 1.0571,                0.90192,                 1.5238,                0.81944,                0.85827,                0.92183,                0.58039,                 1.2256,                0.78878,                 1.6413,              0.0011894,              0.0011894,              0.0011894
                     83,                 1.0957,                0.93379,                 1.5417,                0.83766,                0.86877,                0.91687,                0.61872,                 1.1543,                0.71968,                 1.5763,              0.0011838,              0.0011838,              0.0011838
                     84,                 1.0548,                0.89344,                 1.5099,                0.89611,                0.84657,                0.92717,                0.63488,                 1.1219,                0.65635,                 1.5412,              0.0011782,              0.0011782,              0.0011782
                     85,                  1.032,                0.86692,                 1.4825,                 0.8621,                0.85738,                0.92467,                0.60649,                  1.197,                0.77007,                 1.5921,              0.0011725,              0.0011725,              0.0011725
                     86,                 1.0456,                0.86949,                 1.5077,                0.85267,                 0.8502,                0.89156,                0.47336,                 1.4486,                0.84749,                 1.9242,              0.0011668,              0.0011668,              0.0011668
                     87,                 1.0322,                  0.885,                 1.4974,                0.89423,                0.85496,                0.93595,                0.56357,                 1.2775,                0.77717,                 1.6512,               0.001161,               0.001161,               0.001161
                     88,                 1.0382,                0.87572,                 1.4859,                0.85128,                0.88608,                0.93544,                0.62023,                 1.2015,                0.69517,                 1.6038,              0.0011552,              0.0011552,              0.0011552
                     89,                 1.0262,                0.83731,                  1.482,                 0.8465,                 0.8703,                0.92584,                0.56871,                 1.3456,                 0.8145,                 1.7082,              0.0011493,              0.0011493,              0.0011493
                     90,                 1.0263,                 0.8581,                 1.4846,                0.85343,                0.90002,                0.92943,                0.63811,                 1.1494,                0.68234,                 1.5431,              0.0011434,              0.0011434,              0.0011434
                     91,                  1.024,                0.83819,                 1.4862,                0.82302,                0.89832,                0.92149,                0.63781,                 1.1251,                0.77511,                 1.5394,              0.0011374,              0.0011374,              0.0011374
                     92,                0.99882,                0.83611,                  1.458,                0.89185,                0.87635,                0.93502,                0.56645,                 1.3379,                0.82028,                 1.7219,              0.0011314,              0.0011314,              0.0011314
                     93,                 1.0134,                0.85788,                 1.4765,                0.90693,                0.90831,                0.95123,                0.64721,                 1.0787,                 0.6118,                 1.5076,              0.0011253,              0.0011253,              0.0011253
                     94,                 1.0151,                0.83944,                 1.4589,                0.92053,                0.89003,                0.95535,                0.66419,                 1.0717,                0.60421,                 1.5037,              0.0011192,              0.0011192,              0.0011192
                     95,                0.99929,                0.82775,                 1.4524,                0.87225,                0.89521,                0.93901,                0.62817,                 1.1758,                0.70053,                 1.6011,              0.0011131,              0.0011131,              0.0011131
                     96,                 0.9936,                0.82769,                 1.4558,                0.84616,                0.86951,                0.91902,                0.54585,                 1.3794,                0.84533,                 1.8278,              0.0011069,              0.0011069,              0.0011069
                     97,                0.99915,                0.81502,                 1.4661,                0.88583,                0.89619,                0.94749,                0.64253,                  1.139,                0.66471,                 1.5482,              0.0011007,              0.0011007,              0.0011007
                     98,                0.98721,                0.81759,                 1.4577,                0.89578,                 0.8832,                0.94176,                0.65405,                 1.1058,                0.70096,                 1.5387,              0.0010944,              0.0010944,              0.0010944
                     99,                 0.9935,                0.80485,                 1.4601,                0.90736,                0.89392,                0.94033,                0.66802,                 1.0519,                0.65649,                 1.4782,              0.0010881,              0.0010881,              0.0010881
                    100,                0.97891,                0.82977,                 1.4485,                0.90135,                 0.9158,                0.94525,                 0.6693,                 1.0706,                0.59697,                 1.4886,              0.0010817,              0.0010817,              0.0010817
                    101,                0.99128,                0.84879,                 1.4531,                0.87906,                0.90423,                0.94153,                0.65267,                 1.1046,                0.66515,                 1.5524,              0.0010753,              0.0010753,              0.0010753
                    102,                0.97138,                0.82539,                 1.4381,                0.90408,                0.87806,                0.94501,                0.66119,                  1.064,                0.61225,                 1.5031,              0.0010689,              0.0010689,              0.0010689
                    103,                 0.9749,                 0.8021,                 1.4435,                0.90637,                0.90731,                0.95018,                0.64068,                 1.1274,                0.66859,                 1.5395,              0.0010624,              0.0010624,              0.0010624
                    104,                0.97291,                0.80138,                  1.435,                0.90083,                 0.8921,                0.94358,                0.65352,                 1.0642,                0.60095,                 1.5161,              0.0010559,              0.0010559,              0.0010559
                    105,                  0.961,                0.78166,                  1.424,                0.90664,                0.91264,                0.95329,                 0.6699,                 1.0517,                 0.5805,                 1.4928,              0.0010494,              0.0010494,              0.0010494
                    106,                0.98674,                0.80504,                  1.451,                 0.8965,                0.90181,                0.94766,                0.64011,                 1.1437,                0.61366,                 1.5599,              0.0010428,              0.0010428,              0.0010428
                    107,                0.95265,                0.79059,                 1.4238,                0.90866,                0.85504,                0.93717,                0.64303,                 1.0882,                0.65433,                 1.5309,              0.0010362,              0.0010362,              0.0010362
                    108,                0.94684,                0.77644,                 1.4043,                0.88037,                0.92115,                 0.9456,                0.65794,                 1.1026,                0.59678,                 1.5349,              0.0010295,              0.0010295,              0.0010295
                    109,                0.93845,                0.77617,                 1.4141,                0.88209,                 0.9255,                 0.9494,                0.66171,                 1.0899,                0.60177,                 1.5203,              0.0010228,              0.0010228,              0.0010228
                    110,                0.94848,                0.76741,                 1.4162,                0.90585,                0.92705,                0.94786,                0.66095,                 1.0903,                0.59026,                 1.5159,              0.0010161,              0.0010161,              0.0010161
                    111,                0.96002,                0.78191,                 1.4323,                 0.9163,                0.92528,                0.96105,                0.67536,                 1.0479,                0.57528,                  1.494,              0.0010094,              0.0010094,              0.0010094
                    112,                0.93698,                0.75606,                 1.4017,                0.90525,                0.90188,                0.95113,                0.65953,                 1.1028,                0.61225,                 1.5304,              0.0010026,              0.0010026,              0.0010026
                    113,                0.89764,                0.74215,                 1.3776,                0.91505,                0.88572,                0.94006,                0.64425,                 1.1415,                0.61862,                 1.5962,             0.00099576,             0.00099576,             0.00099576
                    114,                0.92092,                0.73933,                 1.3925,                0.89334,                0.92483,                0.95349,                 0.6729,                 1.0583,                0.58438,                 1.5026,             0.00098891,             0.00098891,             0.00098891
                    115,                0.90823,                0.73167,                 1.3861,                0.91843,                0.89819,                0.95057,                0.66088,                 1.0773,                0.59835,                 1.5028,             0.00098204,             0.00098204,             0.00098204
                    116,                0.91411,                0.77233,                 1.3892,                0.89551,                 0.9096,                0.95492,                0.66809,                 1.0683,                0.57509,                 1.5105,             0.00097514,             0.00097514,             0.00097514
                    117,                0.90686,                 0.7304,                 1.3817,                0.91482,                  0.889,                0.95216,                0.65003,                  1.097,                0.65147,                 1.5301,             0.00096821,             0.00096821,             0.00096821
                    118,                0.91185,                0.73587,                  1.388,                0.88536,                0.87592,                0.93148,                0.64586,                 1.1009,                0.66989,                 1.5384,             0.00096125,             0.00096125,             0.00096125
                    119,                0.92336,                0.73134,                 1.3856,                0.91401,                0.91116,                0.94809,                0.66511,                 1.0734,                0.57956,                 1.5222,             0.00095427,             0.00095427,             0.00095427
                    120,                 0.9196,                 0.7369,                 1.3932,                0.92425,                0.88106,                0.94438,                0.65962,                 1.0798,                 0.5762,                 1.5149,             0.00094726,             0.00094726,             0.00094726
                    121,                0.90069,                0.70837,                 1.3771,                0.89875,                0.90427,                0.95165,                0.67037,                 1.0523,                0.56108,                  1.485,             0.00094023,             0.00094023,             0.00094023
                    122,                0.90619,                0.72174,                 1.3761,                0.90251,                0.89957,                0.94327,                0.66784,                 1.0545,                0.57404,                 1.4887,             0.00093317,             0.00093317,             0.00093317
                    123,                0.88849,                0.73184,                 1.3722,                 0.8988,                0.91979,                0.94492,                0.66399,                 1.1019,                0.60406,                  1.555,             0.00092609,             0.00092609,             0.00092609
                    124,                0.89411,                0.69279,                 1.3723,                0.92233,                0.89962,                 0.9505,                0.66415,                  1.087,                0.60152,                 1.5488,             0.00091899,             0.00091899,             0.00091899
                    125,                0.87445,                0.70612,                 1.3532,                0.90165,                0.88999,                0.94378,                0.64417,                 1.1208,                0.60911,                  1.571,             0.00091187,             0.00091187,             0.00091187
                    126,                0.87098,                0.68646,                  1.351,                0.91165,                0.90916,                 0.9557,                 0.6701,                 1.0735,                0.57335,                 1.5058,             0.00090472,             0.00090472,             0.00090472
                    127,                0.89522,                0.70454,                 1.3715,                0.91335,                0.91326,                0.94929,                0.66788,                 1.0782,                 0.5768,                 1.5274,             0.00089756,             0.00089756,             0.00089756
                    128,                0.88535,                0.71043,                 1.3618,                 0.9072,                0.91396,                0.95078,                0.65957,                 1.1033,                0.56793,                  1.537,             0.00089037,             0.00089037,             0.00089037
                    129,                0.85941,                0.69632,                 1.3493,                0.86369,                 0.8424,                0.91531,                0.59465,                 1.1545,                0.74436,                 1.6058,             0.00088317,             0.00088317,             0.00088317
                    130,                0.89605,                0.71588,                  1.369,                0.86854,                0.87721,                0.93272,                0.63812,                 1.1224,                0.66894,                 1.5638,             0.00087595,             0.00087595,             0.00087595
                    131,                0.88709,                0.70696,                 1.3669,                0.88884,                0.86942,                0.94492,                 0.6601,                 1.1086,                0.65052,                 1.5308,             0.00086871,             0.00086871,             0.00086871
                    132,                 0.8764,                0.70637,                 1.3579,                0.90828,                0.90244,                0.95455,                0.66271,                 1.0735,                0.58295,                 1.5056,             0.00086146,             0.00086146,             0.00086146
                    133,                0.85358,                0.68275,                 1.3432,                0.91233,                0.91072,                0.95311,                0.67117,                 1.0957,                0.55863,                 1.5216,             0.00085419,             0.00085419,             0.00085419
                    134,                0.85535,                0.68251,                 1.3281,                0.92796,                0.90176,                0.95274,                0.68204,                 1.0185,                0.54973,                 1.4724,             0.00084691,             0.00084691,             0.00084691
                    135,                0.83972,                 0.6834,                 1.3196,                0.88609,                0.91426,                 0.9461,                0.67647,                 1.0359,                0.55817,                 1.5048,             0.00083961,             0.00083961,             0.00083961
                    136,                0.84611,                0.67764,                 1.3368,                0.89427,                0.90975,                0.94837,                0.67512,                 1.0555,                0.55895,                 1.5136,              0.0008323,              0.0008323,              0.0008323
                    137,                0.83568,                0.68053,                 1.3209,                0.90675,                0.92278,                0.95641,                0.67723,                 1.0769,                0.56448,                 1.5216,             0.00082498,             0.00082498,             0.00082498
                    138,                0.82781,                0.66655,                 1.3171,                0.93198,                0.91106,                0.95709,                0.69824,                 1.0105,                0.55248,                 1.4676,             0.00081764,             0.00081764,             0.00081764
                    139,                0.82013,                0.66645,                 1.3123,                0.90849,                0.92117,                0.95714,                0.69363,                 1.0333,                0.54521,                 1.4894,              0.0008103,              0.0008103,              0.0008103
                    140,                0.83256,                0.67149,                 1.3072,                 0.8987,                0.92658,                0.95245,                0.68171,                 1.0285,                0.55439,                  1.502,             0.00080295,             0.00080295,             0.00080295
                    141,                0.83873,                0.69726,                 1.3155,                0.92314,                0.91795,                0.96081,                0.67543,                 1.0793,                0.55078,                 1.5172,             0.00079558,             0.00079558,             0.00079558
                    142,                0.81057,                0.66343,                  1.288,                0.91097,                0.92254,                0.95902,                0.68517,                 1.0545,                0.53976,                 1.4942,             0.00078821,             0.00078821,             0.00078821
                    143,                0.80824,                0.64648,                 1.3022,                0.91213,                0.92815,                0.96002,                0.68577,                 1.0803,                0.53888,                 1.5235,             0.00078083,             0.00078083,             0.00078083
                    144,                0.80163,                0.66521,                 1.3009,                0.90929,                0.88019,                0.94807,                0.68284,                 1.0201,                0.57399,                 1.4843,             0.00077345,             0.00077345,             0.00077345
                    145,                0.82321,                0.67257,                 1.3081,                0.92511,                 0.9084,                0.95248,                0.67278,                 1.0646,                0.53806,                 1.5363,             0.00076606,             0.00076606,             0.00076606
                    146,                0.79272,                0.63601,                 1.2892,                0.92278,                0.93018,                0.95766,                0.70381,                 1.0124,                0.53896,                 1.4914,             0.00075867,             0.00075867,             0.00075867
                    147,                0.78413,                0.61171,                 1.2877,                 0.9148,                0.92144,                 0.9601,                0.69485,                 1.0497,                0.53251,                 1.5073,             0.00075127,             0.00075127,             0.00075127
                    148,                 0.7677,                0.62464,                 1.2715,                0.93508,                0.91523,                0.96197,                0.70404,                 1.0111,                0.51545,                 1.4772,             0.00074386,             0.00074386,             0.00074386
                    149,                0.79456,                0.62616,                    1.3,                0.92383,                0.91351,                0.95136,                0.68211,                 1.0465,                0.54355,                 1.4999,             0.00073646,             0.00073646,             0.00073646
                    150,                0.77486,                0.61115,                 1.2694,                0.90661,                 0.9126,                 0.9465,                0.68841,                 1.0288,                 0.5305,                 1.5064,             0.00072905,             0.00072905,             0.00072905
                    151,                0.78302,                 0.6264,                 1.2802,                0.92249,                0.91479,                0.95341,                0.67572,                  1.062,                0.54514,                  1.525,             0.00072165,             0.00072165,             0.00072165
                    152,                0.80744,                0.64994,                 1.3139,                0.90903,                0.89709,                0.94137,                0.68072,                  1.028,                0.56349,                 1.4851,             0.00071424,             0.00071424,             0.00071424
                    153,                0.77743,                 0.6462,                 1.2726,                0.89647,                0.87119,                0.93997,                0.67014,                 1.0538,                0.60175,                 1.5268,             0.00070683,             0.00070683,             0.00070683
                    154,                0.79012,                  0.633,                 1.2848,                0.91847,                0.91495,                 0.9509,                0.67992,                 1.0419,                 0.5679,                 1.5331,             0.00069943,             0.00069943,             0.00069943
