                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                 1.1247,                0.84557,                  1.454,                0.90871,                0.90422,                0.95208,                0.65101,                 1.1054,                0.60584,                 1.3278,              0.0099335,              0.0099335,              0.0099335
                     50,                 1.1131,                0.83018,                 1.4461,                0.92278,                0.88874,                0.94425,                0.64293,                 1.1166,                0.59676,                 1.3448,              0.0099307,              0.0099307,              0.0099307
                     51,                 1.1186,                0.82892,                 1.4442,                0.91569,                0.89916,                0.94934,                0.65236,                  1.109,                0.59232,                 1.3359,              0.0099278,              0.0099278,              0.0099278
                     52,                 1.1153,                0.84643,                 1.4447,                0.92489,                0.90365,                0.95089,                0.65117,                 1.1073,                0.60024,                 1.3417,              0.0099248,              0.0099248,              0.0099248
                     53,                 1.1138,                0.83808,                 1.4453,                0.92761,                0.90512,                0.95583,                0.65609,                 1.1066,                0.58481,                 1.3278,              0.0099218,              0.0099218,              0.0099218
                     54,                 1.0973,                 0.8219,                 1.4312,                0.94099,                0.91514,                0.95733,                0.65301,                  1.136,                0.58356,                 1.3614,              0.0099187,              0.0099187,              0.0099187
                     55,                  1.102,                0.81786,                 1.4302,                0.92295,                0.90005,                0.95083,                0.65683,                 1.1027,                0.57671,                 1.3452,              0.0099155,              0.0099155,              0.0099155
                     56,                 1.1158,                0.83246,                 1.4494,                0.92958,                0.89677,                0.95724,                0.64942,                  1.126,                0.59289,                 1.3491,              0.0099123,              0.0099123,              0.0099123
                     57,                 1.1007,                 0.8188,                 1.4312,                0.90439,                0.92291,                0.95442,                0.64445,                 1.1196,                0.58899,                 1.3521,              0.0099091,              0.0099091,              0.0099091
                     58,                  1.093,                0.82346,                 1.4231,                0.92116,                0.90422,                0.95923,                0.65268,                  1.128,                0.57562,                 1.3608,              0.0099057,              0.0099057,              0.0099057
                     59,                 1.0967,                0.82466,                 1.4329,                0.92325,                0.90542,                0.95739,                0.66541,                 1.1121,                0.58287,                 1.3345,              0.0099023,              0.0099023,              0.0099023
                     60,                 1.0841,                0.81312,                 1.4181,                0.92388,                0.90521,                0.95046,                0.66092,                  1.094,                0.57218,                 1.3325,              0.0098989,              0.0098989,              0.0098989
                     61,                 1.0827,                0.81816,                 1.4153,                0.92467,                0.90038,                0.95387,                0.66394,                  1.074,                0.56743,                 1.3086,              0.0098954,              0.0098954,              0.0098954
                     62,                  1.082,                0.80248,                 1.4216,                 0.9301,                 0.9273,                0.96022,                0.65965,                 1.1036,                 0.5708,                 1.3351,              0.0098918,              0.0098918,              0.0098918
                     63,                  1.075,                0.80527,                 1.4143,                0.93201,                  0.912,                0.95843,                0.66043,                 1.1018,                0.56316,                 1.3375,              0.0098882,              0.0098882,              0.0098882
                     64,                 1.0734,                0.79616,                 1.4163,                 0.9257,                0.91211,                0.96074,                0.66466,                 1.0831,                0.55591,                 1.3306,              0.0098845,              0.0098845,              0.0098845
                     65,                 1.0618,                0.79215,                  1.404,                0.94219,                0.91069,                0.95569,                0.65881,                 1.1091,                 0.5617,                 1.3458,              0.0098808,              0.0098808,              0.0098808
                     66,                 1.0823,                0.80518,                 1.4163,                0.93682,                0.90789,                0.95707,                0.66226,                 1.0957,                0.56994,                 1.3296,               0.009877,               0.009877,               0.009877
                     67,                 1.0713,                0.80372,                 1.4141,                0.93067,                0.91673,                0.96001,                0.65013,                 1.1269,                0.56512,                 1.3532,              0.0098731,              0.0098731,              0.0098731
                     68,                 1.0726,                0.79839,                 1.4069,                 0.9355,                0.91972,                0.95954,                0.65913,                 1.0933,                0.55397,                  1.343,              0.0098692,              0.0098692,              0.0098692
                     69,                 1.0635,                0.79623,                 1.4023,                0.93316,                0.91967,                0.95535,                0.66806,                 1.0926,                0.55549,                 1.3417,              0.0098652,              0.0098652,              0.0098652
                     70,                 1.0578,                0.78503,                 1.4006,                0.93547,                0.90857,                0.95594,                0.65723,                 1.0966,                0.56206,                  1.348,              0.0098612,              0.0098612,              0.0098612
                     71,                 1.0507,                0.78755,                 1.3969,                0.93668,                0.90689,                0.95614,                0.66408,                 1.1002,                 0.5663,                 1.3535,              0.0098571,              0.0098571,              0.0098571
                     72,                 1.0576,                0.78205,                 1.3966,                0.93775,                0.91943,                  0.959,                0.66077,                 1.1065,                0.55731,                 1.3488,               0.009853,               0.009853,               0.009853
                     73,                 1.0523,                 0.7727,                 1.3933,                0.94496,                0.90747,                0.95857,                 0.6553,                 1.1253,                0.56027,                  1.363,              0.0098488,              0.0098488,              0.0098488
                     74,                 1.0391,                0.77314,                 1.3796,                0.94054,                0.91375,                0.95916,                0.67169,                   1.09,                0.56004,                 1.3344,              0.0098445,              0.0098445,              0.0098445
                     75,                 1.0539,                0.77247,                 1.3951,                0.93789,                0.90844,                0.96041,                0.66997,                 1.0822,                0.54594,                 1.3234,              0.0098402,              0.0098402,              0.0098402
                     76,                  1.036,                0.76875,                 1.3837,                0.93001,                0.92696,                0.96248,                0.66571,                  1.116,                0.56007,                 1.3362,              0.0098358,              0.0098358,              0.0098358
                     77,                 1.0312,                0.76264,                 1.3791,                0.93868,                0.92373,                0.96391,                0.66221,                  1.097,                0.56463,                 1.3346,              0.0098313,              0.0098313,              0.0098313
                     78,                 1.0328,                0.76543,                 1.3794,                 0.9324,                0.90446,                0.95604,                0.67648,                 1.0765,                0.54998,                  1.312,              0.0098268,              0.0098268,              0.0098268
                     79,                 1.0469,                 0.7719,                 1.3903,                0.92162,                0.92389,                0.95737,                 0.6632,                 1.0974,                0.56012,                 1.3368,              0.0098223,              0.0098223,              0.0098223
                     80,                 1.0378,                0.75782,                 1.3825,                0.92055,                0.93314,                0.96164,                0.65883,                 1.0999,                0.53969,                 1.3431,              0.0098177,              0.0098177,              0.0098177
                     81,                 1.0352,                0.76213,                  1.374,                  0.938,                0.92035,                0.95232,                0.65543,                 1.1087,                0.55311,                 1.3601,               0.009813,               0.009813,               0.009813
                     82,                 1.0201,                0.75662,                 1.3695,                0.93575,                  0.907,                0.95384,                0.65683,                 1.1008,                0.56863,                 1.3383,              0.0098082,              0.0098082,              0.0098082
                     83,                 1.0375,                0.76039,                 1.3867,                0.92805,                0.91732,                0.95592,                0.65788,                 1.1288,                0.55946,                 1.3964,              0.0098035,              0.0098035,              0.0098035
                     84,                 1.0161,                 0.7525,                 1.3659,                0.94031,                0.93483,                0.96294,                0.66829,                 1.0975,                0.53431,                 1.3503,              0.0097986,              0.0097986,              0.0097986
                     85,                 1.0027,                0.74735,                 1.3556,                0.92302,                0.91026,                 0.9546,                0.65148,                 1.1073,                0.56938,                 1.3741,              0.0097937,              0.0097937,              0.0097937
                     86,                 1.0092,                 0.7417,                 1.3571,                0.92418,                 0.9184,                0.95727,                0.65353,                 1.1529,                0.55738,                 1.3601,              0.0097887,              0.0097887,              0.0097887
                     87,                 1.0071,                0.73531,                 1.3554,                0.93039,                0.93033,                 0.9551,                0.65687,                 1.0977,                0.55627,                  1.357,              0.0097837,              0.0097837,              0.0097837
                     88,                 1.0082,                0.74802,                  1.361,                0.92962,                0.91834,                0.95597,                0.66183,                 1.1171,                0.54642,                 1.3596,              0.0097786,              0.0097786,              0.0097786
                     89,                  1.018,                0.74912,                  1.366,                0.93886,                 0.9299,                0.96387,                0.66779,                 1.1003,                0.53491,                 1.3445,              0.0097735,              0.0097735,              0.0097735
                     90,                0.99609,                 0.7359,                 1.3529,                0.91608,                0.93139,                0.96233,                0.66751,                 1.1057,                0.54346,                 1.3474,              0.0097683,              0.0097683,              0.0097683
                     91,                 1.0067,                0.73117,                  1.356,                 0.9353,                0.91443,                0.95582,                0.65851,                 1.1095,                0.54785,                 1.3471,               0.009763,               0.009763,               0.009763
                     92,                0.99968,                0.72966,                 1.3478,                0.93568,                0.91564,                 0.9571,                0.66375,                 1.1032,                0.53699,                 1.3549,              0.0097577,              0.0097577,              0.0097577
                     93,                0.99949,                0.72921,                 1.3518,                0.93431,                 0.9151,                0.95586,                0.65938,                 1.1238,                0.55182,                 1.3735,              0.0097524,              0.0097524,              0.0097524
                     94,                0.99842,                0.73651,                 1.3512,                0.93389,                0.92649,                0.95618,                0.66379,                  1.099,                0.54633,                 1.3393,              0.0097469,              0.0097469,              0.0097469
                     95,                0.99072,                0.72234,                 1.3452,                0.95076,                0.91546,                0.96033,                0.65673,                 1.1137,                0.54071,                 1.3526,              0.0097415,              0.0097415,              0.0097415
                     96,                 0.9838,                0.72024,                 1.3401,                0.92319,                0.92269,                0.96049,                0.65984,                 1.1263,                0.53197,                 1.3604,              0.0097359,              0.0097359,              0.0097359
                     97,                 1.0011,                0.72466,                 1.3531,                0.92598,                0.92687,                0.95945,                0.65562,                  1.136,                0.53554,                 1.3663,              0.0097303,              0.0097303,              0.0097303
                     98,                0.97912,                0.71193,                 1.3365,                 0.9386,                0.92812,                0.96125,                 0.6632,                 1.1084,                0.52663,                 1.3554,              0.0097247,              0.0097247,              0.0097247
                     99,                0.97906,                0.71413,                  1.334,                0.93006,                0.92754,                0.96165,                 0.6597,                 1.1138,                0.52629,                 1.3526,               0.009719,               0.009719,               0.009719
                    100,                0.97439,                0.71209,                 1.3365,                0.93015,                0.92319,                0.96281,                0.67174,                 1.1065,                0.52554,                 1.3561,              0.0097132,              0.0097132,              0.0097132
                    101,                0.96832,                0.69872,                 1.3299,                  0.944,                0.91469,                0.95855,                0.66017,                 1.1087,                0.52548,                 1.3666,              0.0097074,              0.0097074,              0.0097074
                    102,                 0.9752,                0.71549,                 1.3318,                0.95015,                0.90946,                0.96342,                0.66356,                 1.0899,                0.53651,                 1.3444,              0.0097015,              0.0097015,              0.0097015
                    103,                0.98028,                0.70713,                 1.3388,                0.93713,                0.92202,                0.96349,                0.67118,                 1.0938,                0.52976,                  1.348,              0.0096955,              0.0096955,              0.0096955
                    104,                0.97756,                0.70712,                 1.3322,                0.94055,                0.93075,                 0.9654,                0.67799,                 1.0631,                0.50838,                 1.3162,              0.0096895,              0.0096895,              0.0096895
                    105,                 0.9618,                0.70163,                 1.3257,                0.94858,                0.91673,                0.96026,                0.67118,                 1.0956,                0.52418,                 1.3581,              0.0096835,              0.0096835,              0.0096835
                    106,                0.94772,                0.68026,                 1.3076,                0.92795,                0.92534,                0.95844,                0.66931,                 1.0924,                0.52931,                  1.347,              0.0096774,              0.0096774,              0.0096774
                    107,                0.96992,                0.70568,                 1.3336,                0.93988,                0.93259,                0.96026,                0.67243,                 1.0893,                0.51722,                 1.3337,              0.0096712,              0.0096712,              0.0096712
                    108,                 0.9754,                0.70295,                 1.3263,                0.93832,                0.91131,                0.96069,                0.66004,                 1.0993,                0.52833,                 1.3503,               0.009665,               0.009665,               0.009665
                    109,                0.96649,                0.70055,                  1.328,                0.92682,                0.91624,                0.95516,                0.65527,                 1.1144,                0.53872,                 1.3736,              0.0096587,              0.0096587,              0.0096587
                    110,                0.96236,                 0.7029,                 1.3248,                0.94779,                 0.9282,                0.95989,                0.66217,                 1.0976,                0.52396,                 1.3517,              0.0096524,              0.0096524,              0.0096524
                    111,                0.94618,                0.68867,                 1.3067,                0.93925,                0.92895,                0.95736,                 0.6627,                  1.094,                0.51351,                 1.3461,               0.009646,               0.009646,               0.009646
                    112,                0.94602,                0.69896,                  1.309,                0.93796,                0.92516,                0.95786,                0.65933,                 1.1045,                0.53149,                 1.3634,              0.0096396,              0.0096396,              0.0096396
                    113,                0.96236,                0.70081,                 1.3288,                0.93143,                 0.9357,                  0.965,                0.67163,                 1.0871,                0.51631,                 1.3357,              0.0096331,              0.0096331,              0.0096331
                    114,                0.94717,                0.68812,                 1.3119,                0.93041,                0.92582,                0.95521,                0.67062,                 1.0897,                0.52056,                 1.3449,              0.0096265,              0.0096265,              0.0096265
                    115,                0.95286,                0.69061,                 1.3147,                0.93752,                0.92604,                0.95179,                0.66578,                 1.0936,                0.52104,                 1.3551,              0.0096199,              0.0096199,              0.0096199
                    116,                0.94274,                0.69105,                 1.3088,                0.93555,                0.92276,                0.95424,                0.66152,                 1.1036,                0.52563,                 1.3648,              0.0096132,              0.0096132,              0.0096132
                    117,                0.95155,                0.68857,                 1.3122,                0.94259,                0.92177,                0.95679,                0.65623,                 1.1048,                0.51974,                  1.356,              0.0096065,              0.0096065,              0.0096065
                    118,                0.93073,                0.67712,                  1.299,                0.92563,                0.92385,                0.95944,                0.66041,                  1.109,                0.51934,                 1.3648,              0.0095997,              0.0095997,              0.0095997
                    119,                0.94113,                0.68215,                 1.3055,                0.93061,                 0.9285,                0.96148,                0.67331,                 1.0828,                0.51055,                 1.3495,              0.0095929,              0.0095929,              0.0095929
                    120,                0.95077,                0.68555,                 1.3129,                0.94026,                0.92593,                0.95729,                 0.6509,                 1.1237,                0.52071,                 1.3552,               0.009586,               0.009586,               0.009586
                    121,                0.94487,                 0.6892,                 1.3077,                0.94183,                0.92266,                0.95984,                0.66876,                 1.0969,                0.51195,                 1.3509,              0.0095791,              0.0095791,              0.0095791
                    122,                0.94698,                0.67922,                  1.313,                0.95129,                0.92527,                0.96319,                0.67575,                 1.0968,                0.50865,                 1.3497,              0.0095721,              0.0095721,              0.0095721
                    123,                0.95141,                0.68288,                 1.3182,                0.95291,                0.92706,                0.96233,                0.66471,                 1.0975,                0.50478,                 1.3567,               0.009565,               0.009565,               0.009565
                    124,                0.92194,                0.66902,                 1.2887,                0.93809,                0.92743,                0.95922,                0.66556,                 1.1061,                0.50942,                 1.3584,              0.0095579,              0.0095579,              0.0095579
                    125,                0.93918,                0.67439,                 1.3038,                0.94569,                 0.9373,                0.96832,                0.66968,                 1.0735,                 0.5011,                 1.3308,              0.0095507,              0.0095507,              0.0095507
                    126,                0.93432,                0.67993,                 1.3009,                0.95483,                0.92591,                0.96139,                0.65874,                 1.1204,                0.51838,                 1.3827,              0.0095435,              0.0095435,              0.0095435
                    127,                0.92762,                0.67113,                  1.296,                0.95083,                0.91921,                0.95852,                0.66129,                 1.1051,                0.51154,                 1.3555,              0.0095362,              0.0095362,              0.0095362
                    128,                0.93531,                0.67876,                 1.3015,                0.94592,                0.92844,                0.96229,                0.67271,                 1.0857,                 0.5022,                 1.3457,              0.0095289,              0.0095289,              0.0095289
                    129,                 0.9218,                0.66143,                 1.2868,                0.94056,                0.92452,                0.96071,                0.66923,                 1.0957,                0.52589,                 1.3481,              0.0095215,              0.0095215,              0.0095215
                    130,                0.90987,                0.65554,                 1.2806,                0.93431,                0.93006,                0.96065,                0.66414,                 1.0915,                0.52044,                 1.3429,              0.0095141,              0.0095141,              0.0095141
                    131,                0.91134,                0.65945,                  1.284,                 0.9326,                0.93103,                0.96072,                0.66028,                 1.0949,                0.50601,                 1.3692,              0.0095066,              0.0095066,              0.0095066
                    132,                0.91317,                0.66677,                 1.2843,                0.94495,                0.92366,                0.95952,                0.66281,                 1.1032,                0.50885,                 1.3608,               0.009499,               0.009499,               0.009499
                    133,                 0.9185,                  0.663,                 1.2901,                0.94469,                0.93109,                0.96115,                0.65682,                 1.1168,                 0.5266,                 1.3824,              0.0094914,              0.0094914,              0.0094914
                    134,                0.90888,                0.64719,                 1.2817,                0.94961,                0.93133,                0.96085,                0.66308,                 1.0891,                 0.5226,                  1.346,              0.0094838,              0.0094838,              0.0094838
                    135,                0.89568,                0.65096,                 1.2747,                0.95152,                0.93033,                 0.9644,                0.66916,                 1.0827,                 0.5102,                 1.3493,              0.0094761,              0.0094761,              0.0094761
                    136,                0.92124,                0.67541,                 1.2985,                0.94885,                0.92758,                0.96203,                0.66796,                 1.0857,                0.51101,                 1.3449,              0.0094683,              0.0094683,              0.0094683
                    137,                0.91165,                0.66028,                 1.2844,                0.95462,                0.93418,                 0.9655,                 0.6645,                 1.0922,                0.50476,                 1.3681,              0.0094605,              0.0094605,              0.0094605
                    138,                0.90641,                0.65783,                  1.281,                0.94401,                 0.9326,                0.96111,                0.66524,                 1.0949,                0.50482,                 1.3564,              0.0094526,              0.0094526,              0.0094526
                    139,                0.91067,                0.65505,                 1.2827,                0.95069,                0.92475,                0.96328,                0.66906,                 1.0971,                0.51002,                 1.3652,              0.0094447,              0.0094447,              0.0094447
                    140,                0.90522,                0.64783,                 1.2797,                0.94989,                0.93423,                0.97086,                0.67673,                 1.0911,                0.49493,                 1.3522,              0.0094367,              0.0094367,              0.0094367
                    141,                0.89745,                0.64324,                 1.2727,                0.95516,                0.93347,                0.96565,                 0.6643,                 1.1192,                0.50662,                 1.3697,              0.0094287,              0.0094287,              0.0094287
                    142,                 0.9049,                0.64864,                 1.2744,                0.94227,                0.93754,                0.96563,                0.66574,                 1.1096,                0.50724,                 1.3539,              0.0094206,              0.0094206,              0.0094206
                    143,                0.89976,                0.64876,                 1.2798,                0.94079,                0.92561,                0.96355,                0.67907,                 1.0916,                0.50863,                 1.3655,              0.0094125,              0.0094125,              0.0094125
                    144,                0.88933,                0.63758,                 1.2678,                0.94316,                0.93336,                0.96178,                0.67495,                 1.0909,                0.50717,                  1.362,              0.0094043,              0.0094043,              0.0094043
                    145,                0.89657,                0.65251,                 1.2752,                0.93796,                0.94012,                0.96585,                0.66677,                 1.0962,                0.49937,                 1.3604,               0.009396,               0.009396,               0.009396
                    146,                0.91135,                 0.6545,                  1.284,                0.93194,                0.93796,                0.96582,                0.67253,                 1.1002,                0.50517,                 1.3588,              0.0093877,              0.0093877,              0.0093877
                    147,                0.89048,                 0.6355,                 1.2699,                0.95134,                0.93096,                0.96552,                0.68174,                 1.0822,                0.50501,                 1.3541,              0.0093794,              0.0093794,              0.0093794
                    148,                 0.8826,                0.63279,                 1.2548,                0.94983,                0.93436,                0.96376,                0.68203,                 1.0902,                0.49837,                 1.3676,               0.009371,               0.009371,               0.009371
                    149,                0.89639,                0.64733,                 1.2736,                0.93775,                0.94206,                0.96497,                0.66435,                 1.1104,                0.51765,                 1.3837,              0.0093625,              0.0093625,              0.0093625
                    150,                0.89628,                0.64527,                 1.2744,                0.93269,                0.93135,                0.95777,                0.66255,                 1.1127,                0.50761,                 1.3775,               0.009354,               0.009354,               0.009354
                    151,                0.87884,                0.63376,                 1.2623,                0.95772,                 0.9123,                0.96084,                0.67197,                 1.0947,                0.50386,                 1.3569,              0.0093454,              0.0093454,              0.0093454
                    152,                0.88121,                0.63911,                 1.2641,                0.95891,                0.92747,                0.96084,                0.66881,                 1.1165,                0.50218,                 1.3938,              0.0093368,              0.0093368,              0.0093368
                    153,                0.90199,                0.64937,                 1.2765,                0.95131,                 0.9298,                0.96354,                0.67545,                 1.0955,                0.50267,                 1.3539,              0.0093282,              0.0093282,              0.0093282
                    154,                0.88932,                0.64365,                   1.27,                0.94322,                0.92311,                0.96047,                0.67055,                 1.0858,                0.50861,                 1.3467,              0.0093194,              0.0093194,              0.0093194
                    155,                0.87966,                0.63501,                 1.2593,                0.94108,                0.92993,                0.96322,                0.67791,                 1.0838,                0.50247,                  1.333,              0.0093107,              0.0093107,              0.0093107
